"","Phylum","Subphylum","Class","Subclass","Order","Superorder","Family","Genus","Species","Hash"
"154","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Acrocalanus","Acrocalanus monachus","18bc8062d256c224000582443890cdb333deb155"
"155","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Aetideidae","Aetideus","Aetideus bradyi","2439425b99d37e9ac683f3246f96980d412ce40c"
"156","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Acartiidae","Acartia","Acartia Acartiura margalefi","28a76bfffb72aecd69b7760f2cf5fbb89bd2cc98"
"157","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Acartiidae","Acartia","Acartia Acartiura margalefi","2ae059c18e36ba4620545bdd3a57a639ebc1d9a2"
"158","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","2d5f0d95c42dcc8388a17558ee27b1041afe7f68"
"159","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","","","2f729f3a47c6dab6bbc5dda284a64f74917b9d86"
"160","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","3310e5fa9f2643f7e361cfef96207407b37fe2de"
"161","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","334da39aa6ccfed14beb3c0218ecb7f1c4d44331"
"162","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","3d20e584d089df6b2c6873f04b82a9ab2b11766f"
"163","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","3d5136e9bc0677da0513296476e8c4a9a861594f"
"164","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","45bd7533ce3843fd38aeca890bbc9e687e15d154"
"165","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","45ddfdc750510f749ee326b99180e29e90191489"
"166","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","4c6be700b98ee91fb36caa5eb7a5be5885f30d34"
"167","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Paracalanus","Paracalanus parvus","4d3a77d605c748f2a17102d2f0cfa768950e9531"
"168","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma abdominalis edentata","4f2327009bca5c3fe9bcbada8ff3b335b8af6295"
"169","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","50469cd17c7ba4329f828eb53edd3d1cb5ec8727"
"170","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","52a4a6a38e2f25ed5ce5c20f0e7f803fca3a6da3"
"171","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","5a833e0a478a012b2b934b19b76eb311d63cf891"
"172","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Acartiidae","Acartia","Acartia Acartiura margalefi","5b408bcb18ddca8a0088c8cb0c94f8f01e3d565d"
"173","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","605d6ce88281b4bbcff711ac8afe595d978194fa"
"174","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","","","6b18a206f47395d272d7c4f4a91b5e3da70e82f9"
"175","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","6cbf780398d3b5f628e2963a59953a4e5c377529"
"176","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","6f01a43858c4adeff558f03693318ff97d09a3b6"
"177","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","74467599c9774a1df58f38b0e0eadfa7b29375dc"
"178","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","7b178011a0e827baf7476c2930d5a897a5b41b3a"
"179","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","7c600f1621711192b37a1618ef4c507585d847dc"
"180","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","7df189e993f359afe2e5bcaebc5218a2a5b5b64e"
"181","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","7e7e3c444e485b1ef8a2ba9be584a5691c6ef8e9"
"182","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Candaciidae","Candacia","Candacia bipinnata","837020b55b70e40635c33417f7572942ca7a7009"
"183","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Pseudocalanus","Pseudocalanus minutus","905ef01deae4c6e4aaf90f8d0392f3b724ecacd4"
"184","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma borealis","914275e6686877e25cfdb5df6c8a42744c44f9b0"
"185","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Acartiidae","Acartia","Acartia Acartiura margalefi","97180b18dfcb09a40bc9d150838e02291cd67004"
"186","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","98074573dc3665cc722d3483db36c8f030438b6f"
"187","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","98274e853b419886223e094e53449fc1635458c8"
"188","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Pleuromamma","Pleuromamma borealis","9b60a416003d9d36c43a15b001175ce94ee0bb41"
"189","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","9c9ed7fbe30894915f908b94663c6dd082ec9bb4"
"190","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Acartiidae","Acartia","Acartia Acartiura margalefi","9e3d190e7992b4cf631d9d51568978e4e31d1039"
"191","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","a1bd8c3c579e5c0eae315dfe9ba06d3f4b917007"
"192","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","","","a4f88cf8c7ddced40052f97b879962e9af8bb1f5"
"193","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","ab003bbe75832c5e77e31046ac339afad1a54c1a"
"194","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","","","abee267f0c5666d03319538005bd8b714f15e1ac"
"195","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","add60dfdaa81b55c808fc154caf15ac941b0ca2a"
"196","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","b1619bda50356a5c0566698f2e6c7265b9886b8b"
"197","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","b1fb395dbe6b229152fbf62970f20f129ba0ac46"
"198","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","b809a997632c2640cdbe7940f619b45fa30adc45"
"199","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Rhincalanus","Rhincalanus nasutus","bfcd14f97747c99372ec23c78dab3909d1561ea0"
"200","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Species","c3fb89f8d0b6dbcec55b04cdfda7f019695eec6c"
"201","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","c7b90b28374bb6b5493814ed6ea9bbc95a76178c"
"202","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","c7cb9c2029ddb53b74ae580eaac50b3f2cf27c4b"
"203","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","ca6a338620c11bc8b0d3957d29068f6c39c68b5b"
"204","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Paraeuchaeta","Paraeuchaeta rubra","cd461f97fea3eb247657aaf6ea054a4ff990ac82"
"205","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Metridia","Metridia lucens","cdffdeed24846ab0fa0610d9f5c119df862c22d2"
"206","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","cfc63cf67ac28d2e2b11f7a78d76692a39e99f92"
"207","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","d25ee407a06ea4c40dfb7c3aebb71b2522ad9c55"
"208","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Paraeuchaeta","Paraeuchaeta rubra","d397f6aeba5625229c1e0c143454aa0b669b5f99"
"209","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","d6a7f93a5357adbce9373bd4b74f7ebc00494aec"
"210","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","e01e1542e1ebf377fac3a35aef2edea1309c43e3"
"211","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","ebaccffde6849cb6c317f6d2e476b5e202c7fadf"
"212","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","f736c21058cc8ce107275dac622fe3b316a557a2"
"213","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Species","f8ea8faec83c1c92daba7db1529691b76a63cf92"
"214","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","fdfbca663bad76a63584364cf94e9e22c71b2862"
"215","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus","fe39a04ddd0818305ba03822f1b04cb8a0b67473"
"216","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","0f76106f1e283822867de45fb377f1ee084fa5c7"
"217","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Acartiidae","Acartia","Acartia Acartiura margalefi","2138ac4c57175eca19c26b7d43a34dbe1547b8f9"
"218","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","270f06048327a491eff5f67657777542057e70db"
"219","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","29ff75e84a65e44995ba5da9ea7815a78ca64a79"
"220","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","2d830c73c59d00458eb975ff2786a28e19e7778c"
"221","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Lucicutiidae","Lucicutia","Lucicutia polaris","2ec2eab7d994894cff411bfe442d3503257729ee"
"222","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","3091983d47fb91f0230f48657e80d1e30d75bc4d"
"223","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","3373a3044958b35af3cd565a19bce577eef3fa05"
"224","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","420ce88f2d5c395dee273ad83ab58e415e821a8d"
"225","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","4315189e3f2ee3d0bb1cebfb42fc9dfdaf4e3799"
"226","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Metridia","Metridia lucens","477af90a53bb0e8101f6e586b3db841f691179a8"
"227","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","4dbdc9b023c5d3ceda488650fbd338ef96f092d7"
"228","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","51f618a2212eacd683bb7b4c80132e0bd38b58cf"
"229","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","74d8d88d668168164b37ecee5d5f966a32e5d39a"
"230","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","837c12bc421636c51723e6ab2153941b5bd57aee"
"231","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","8954422ad842ee5f0b96ec21f45678932a41e5b5"
"232","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","a350a15502140f328d51f1ac7058bf856ebb6b75"
"233","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Paraeuchaeta","Paraeuchaeta elongata","a36e98eebfa90207d36839d27dd603eb103ad1b3"
"234","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Heterorhabdidae","Heterorhabdus","Heterorhabdus oikoumenikis","a6a2a9f4b7a190289535a32a1df4a2456a5384b1"
"235","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Euchaeta","Euchaeta marina","acf75ffb18c5fccd11f08b4b994b63465b7e1166"
"236","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Acartiidae","Acartia","Acartia Acartiura margalefi","b336e853117d4fb6ba6b424b87c405e699d3fd3e"
"237","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","","","","c21bbb2d7293c117c4a3cbf531f9b9655f5a5671"
"238","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Paraeuchaeta","Paraeuchaeta elongata","cb03419adaeec7a7834e0141e9a7eaf66ee2db7a"
"239","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Heterorhabdidae","Heterorhabdus","Heterorhabdus papilliger","cf1c874aea5e323b6b74cff8288da6a9aa477d2c"
"240","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Scolecitrichidae","Lophothrix","Lophothrix humilifrons","d087bfc38fdc865d5f7c40af12a5e35e9a99ea2d"
"241","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Metridinidae","Metridia","Metridia lucens","ec6f94867cca481a5fe457d93b49b092720688b8"
"242","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Acrocalanus","Acrocalanus monachus","1ed69552a3bb0d8b0177dfd7c8c2d1147d350cc9"
"243","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","263b164298a75a01d8a9b505ac4348c656de392f"
"244","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","2885839f4b72c349770741c1878014867992af4b"
"245","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","29ee18755c054f9968609bdc88b4cb036bbc18c4"
"246","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","3a09dce2a613895c4750ec9fe6e43825b2b3488c"
"247","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","4734ec9cae962b4d07989659a436f8c78218b6b5"
"248","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Paracalanus","Paracalanus aculeatus","5af4686284996deb802652d298ae83778e40256f"
"249","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","65c2c817aaef063ace8962b6d5563bce6811a072"
"250","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","66a1c8244e99f62a1c8480049501161dbddd5c78"
"251","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","6f81c04c1987206e0cfb5d97c8a3bb426af9600e"
"252","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","6f93c18e5a5ef94bb08099b6f6505f5082ebe2cd"
"253","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","7c9327c77399043fa78be59964190f9acd8ecc63"
"254","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","85e2e3fca8912b892bc76e496d7bb879fffdb16f"
"255","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Euchaetidae","Paraeuchaeta","Paraeuchaeta elongata","9099c667257da5b34f8afb3b01c4418dd753a116"
"256","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Acrocalanus","Acrocalanus monachus","a3aa48eda958305314ca2ae91a164da875f8cff8"
"257","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Heterorhabdidae","Heterorhabdus","Heterorhabdus papilliger","a8e6604baa7ca0f8c1fccb858e7de4b1a40b3f98"
"258","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","abe60dc4f328e42645e8b5de62890609258de7a7"
"259","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","b15a9e1904393baa9438ab9bbd3a890078979eeb"
"260","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Heterorhabdidae","Heterorhabdus","Heterorhabdus habrosomus","b2cd732b1b8f127a888e9ab5dc38f36e4465aded"
"261","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","b37e3b9daa45e1a30a993dbde4d4ff2543572298"
"262","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","c26eb4319e0b626b7f00098a2ac313582d78e893"
"263","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","ccd747b754ebb10643c2e7bc04610ba228bdbd2e"
"264","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","db786c4928caae69dbc828e61e6e155e3ac8f579"
"265","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","dc6fd56e3a5e624e5fb8c5352fc980230a43baa7"
"266","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Eucalanidae","Eucalanus","Eucalanus californicus","e07e8d71a4dde5c696c67e8e09be6a3d39492e6e"
"267","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Paracalanidae","Acrocalanus","Acrocalanus monachus","fe2c97a1043d00c6f439246c609f21f5739178f4"
"268","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Clausocalanidae","Clausocalanus","Species","cbb3b426b7e7791f955505edad462c4074f40c4d"
"269","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","1302c40a3cba803fa64cc5939b562a7a5700bbbc"
"270","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","1511209aba9d1c3ed9a7b879f82aaeed2290bf5b"
"271","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","3c45dc285364fe919ca1bb543306710964fe1eb2"
"272","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","3daf540fe17fb08961809e362c343a34876e5ef7"
"273","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","420fd9cad64f551de9a134b95909ea31d66bc864"
"274","Arthropoda","Crustacea","Hexanauplia","Copepoda","Calanoida","Gymnoplea","Calanidae","Calanus","Calanus pacificus","4956c27b442b6765e54667373f4ff3352ca0cc1c"
